freq,citizen,agedef,age,unit,sex,geo\TIME_PERIOD	2021 	2022 	2023 	2024 
A,LT,REACH,Y80-84,NR,T,IT	0 	1 	1 	0 
A,LT,REACH,Y80-84,NR,T,LT	274 	404 	108 	227 
A,LT,REACH,Y80-84,NR,T,LU	0 	0 	0 	0 
A,LT,REACH,Y80-84,NR,T,LV	2 	2 	4 	0 
A,LT,REACH,Y80-84,NR,T,NL	2 	0 	1 	0 
A,LT,REACH,Y80-84,NR,T,SE	2 	1 	4 	2 
A,LT,REACH,Y80-84,NR,T,SK	0 	0 	0 	0 
A,LT,REACH,Y85-89,NR,T,BE	: 	: 	1 	0 
A,LT,REACH,Y85-89,NR,T,BG	0 	0 	0 	0 
A,LT,REACH,Y85-89,NR,T,CZ	0 	0 	1 	0 
A,LT,REACH,Y85-89,NR,T,DE	2 e	3 e	5 e	6 e
A,LT,REACH,Y85-89,NR,T,DK	0 	: 	: 	: 
A,LT,REACH,Y85-89,NR,T,EE	: 	: 	2 	0 
A,LT,REACH,Y85-89,NR,T,ES	3 b	4 	0 	1 
A,LT,REACH,Y85-89,NR,T,FI	0 	0 	0 	0 
A,LT,REACH,Y85-89,NR,T,HR	0 	0 	0 	0 
A,LT,REACH,Y85-89,NR,T,IT	0 	0 	0 	0 
A,LT,REACH,Y85-89,NR,T,LT	222 	372 	70 	218 
A,LT,REACH,Y85-89,NR,T,LU	0 	0 	0 	0 
A,LT,REACH,Y85-89,NR,T,LV	4 	6 	5 	3 
A,LT,REACH,Y85-89,NR,T,NL	0 	1 	0 	0 
A,LT,REACH,Y85-89,NR,T,SE	3 	1 	2 	1 
A,LT,REACH,Y85-89,NR,T,SK	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,BE	: 	: 	0 	0 
A,LT,REACH,Y90-94,NR,T,BG	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,CZ	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,DE	0 e	1 e	0 e	0 e
A,LT,REACH,Y90-94,NR,T,DK	1 	: 	: 	: 
A,LT,REACH,Y90-94,NR,T,EE	: 	: 	0 	0 
A,LT,REACH,Y90-94,NR,T,ES	1 b	1 	0 	2 
A,LT,REACH,Y90-94,NR,T,FI	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,HR	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,IT	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,LT	70 	263 	44 	160 
A,LT,REACH,Y90-94,NR,T,LU	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,LV	0 	2 	3 	1 
A,LT,REACH,Y90-94,NR,T,NL	0 	0 	0 	0 
A,LT,REACH,Y90-94,NR,T,SE	0 	0 	3 	0 
A,LT,REACH,Y90-94,NR,T,SK	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,BE	: 	: 	0 	0 
A,LT,REACH,Y95-99,NR,T,BG	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,CZ	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,DE	0 e	0 e	1 e	1 e
A,LT,REACH,Y95-99,NR,T,DK	0 	: 	: 	: 
A,LT,REACH,Y95-99,NR,T,EE	: 	: 	0 	0 
A,LT,REACH,Y95-99,NR,T,ES	0 b	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,FI	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,HR	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,IT	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,LT	1 	106 	14 	55 
A,LT,REACH,Y95-99,NR,T,LU	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,LV	2 	3 	1 	0 
A,LT,REACH,Y95-99,NR,T,NL	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,SE	0 	0 	0 	0 
A,LT,REACH,Y95-99,NR,T,SK	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,BE	: 	: 	0 	0 
A,LT,REACH,Y_GE100,NR,T,BG	: 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,CZ	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,DE	: 	: 	: 	0 e
A,LT,REACH,Y_GE100,NR,T,DK	0 	: 	: 	: 
A,LT,REACH,Y_GE100,NR,T,EE	: 	: 	0 	0 
A,LT,REACH,Y_GE100,NR,T,ES	0 b	0 	1 	0 
A,LT,REACH,Y_GE100,NR,T,FI	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,HR	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,IT	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,LT	0 	16 	5 	9 
A,LT,REACH,Y_GE100,NR,T,LU	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,LV	0 	0 	1 	0 
A,LT,REACH,Y_GE100,NR,T,NL	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,SE	0 	0 	0 	0 
A,LT,REACH,Y_GE100,NR,T,SK	0 	0 	0 	0 
A,LT,REACH,Y_GE65,NR,T,BE	: 	: 	5 	0 
A,LT,REACH,Y_GE65,NR,T,BG	: 	7 	13 	10 
A,LT,REACH,Y_GE65,NR,T,CZ	0 	2 	1 	0 
A,LT,REACH,Y_GE65,NR,T,DE	: 	: 	: 	62 e
A,LT,REACH,Y_GE65,NR,T,DK	9 	: 	: 	: 
A,LT,REACH,Y_GE65,NR,T,EE	: 	: 	4 	4 
A,LT,REACH,Y_GE65,NR,T,ES	83 b	: 	: 	126 
A,LT,REACH,Y_GE65,NR,T,FI	4 	1 	3 	3 
A,LT,REACH,Y_GE65,NR,T,HR	1 	1 	0 	0 
A,LT,REACH,Y_GE65,NR,T,IT	7 	9 	16 	19 
A,LT,REACH,Y_GE65,NR,T,LT	2088 	3119 	: 	2373 
A,LT,REACH,Y_GE65,NR,T,LU	1 	1 	1 	2 
A,LT,REACH,Y_GE65,NR,T,LV	19 	21 	21 	16 
A,LT,REACH,Y_GE65,NR,T,NL	9 	9 	8 	5 
A,LT,REACH,Y_GE65,NR,T,SE	9 	17 	19 	12 
A,LT,REACH,Y_GE65,NR,T,SK	1 	0 	0 	0 
A,LT,REACH,Y_GE85,NR,T,BE	: 	: 	1 	0 
A,LT,REACH,Y_GE85,NR,T,BG	: 	0 	0 	0 
A,LT,REACH,Y_GE85,NR,T,CZ	0 	0 	1 	0 
A,LT,REACH,Y_GE85,NR,T,DE	: 	: 	: 	7 e
A,LT,REACH,Y_GE85,NR,T,DK	1 	: 	: 	: 
A,LT,REACH,Y_GE85,NR,T,EE	: 	: 	2 	0 
A,LT,REACH,Y_GE85,NR,T,ES	4 b	: 	: 	3 
A,LT,REACH,Y_GE85,NR,T,FI	0 	0 	0 	0 
A,LT,REACH,Y_GE85,NR,T,HR	0 	0 	0 	0 
A,LT,REACH,Y_GE85,NR,T,IT	0 	0 	0 	0 
A,LT,REACH,Y_GE85,NR,T,LT	293 	757 	: 	442 
A,LT,REACH,Y_GE85,NR,T,LU	0 	0 	0 	0 
A,LT,REACH,Y_GE85,NR,T,LV	6 	11 	10 	4 
A,LT,REACH,Y_GE85,NR,T,NL	0 	1 	0 	0 
A,LT,REACH,Y_GE85,NR,T,SE	3 	1 	5 	1 
A,LT,REACH,Y_GE85,NR,T,SK	0 	0 	0 	0 
A,LT,REACH,Y_LT15,NR,T,BE	: 	: 	24 	25 
A,LT,REACH,Y_LT15,NR,T,BG	1 	6 	6 	4 
A,LT,REACH,Y_LT15,NR,T,CZ	7 	3 	4 	4 
A,LT,REACH,Y_LT15,NR,T,DE	: 	: 	: 	117 e
A,LT,REACH,Y_LT15,NR,T,DK	79 	: 	: 	: 
A,LT,REACH,Y_LT15,NR,T,EE	: 	: 	9 	7 
A,LT,REACH,Y_LT15,NR,T,ES	222 b	: 	: 	298 
A,LT,REACH,Y_LT15,NR,T,FI	25 	29 	21 	15 
A,LT,REACH,Y_LT15,NR,T,HR	3 	0 	1 	2 
A,LT,REACH,Y_LT15,NR,T,IT	16 	39 	26 	14 
A,LT,REACH,Y_LT15,NR,T,LT	3446 	2373 	: 	2007 
A,LT,REACH,Y_LT15,NR,T,LU	17 	6 	11 	17 
A,LT,REACH,Y_LT15,NR,T,LV	5 	12 	12 	2 
A,LT,REACH,Y_LT15,NR,T,NL	50 	62 	59 	62 
A,LT,REACH,Y_LT15,NR,T,SE	128 	125 	91 	60 
A,LT,REACH,Y_LT15,NR,T,SK	0 	0 	0 	0 
A,LT,REACH,Y_LT5,NR,T,BE	: 	: 	10 	7 
A,LT,REACH,Y_LT5,NR,T,BG	0 	2 	1 	2 
A,LT,REACH,Y_LT5,NR,T,CZ	5 	1 	2 	1 
A,LT,REACH,Y_LT5,NR,T,DE	70 e	67 e	60 e	42 e
A,LT,REACH,Y_LT5,NR,T,DK	37 	: 	: 	: 
A,LT,REACH,Y_LT5,NR,T,EE	: 	: 	4 	3 
A,LT,REACH,Y_LT5,NR,T,ES	75 b	102 	86 	77 
A,LT,REACH,Y_LT5,NR,T,FI	10 	9 	6 	5 
A,LT,REACH,Y_LT5,NR,T,HR	3 	0 	0 	1 
A,LT,REACH,Y_LT5,NR,T,IT	1 	12 	4 	4 
A,LT,REACH,Y_LT5,NR,T,LT	1412 	1318 	1093 	1003 
A,LT,REACH,Y_LT5,NR,T,LU	5 	3 	5 	5 
A,LT,REACH,Y_LT5,NR,T,LV	2 	5 	5 	2 
A,LT,REACH,Y_LT5,NR,T,NL	23 	32 	9 	19 
A,LT,REACH,Y_LT5,NR,T,SE	46 	46 	33 	18 
A,LT,REACH,Y_LT5,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,TOTAL,NR,T,AT	190 	197 	173 	177 
A,LU,REACH,TOTAL,NR,T,BE	: 	: 	391 	388 
A,LU,REACH,TOTAL,NR,T,BG	3 	9 	3 	8 
A,LU,REACH,TOTAL,NR,T,CZ	5 	7 	3 	2 
A,LU,REACH,TOTAL,NR,T,DE	1910 e	1851 e	1812 e	1728 e
A,LU,REACH,TOTAL,NR,T,DK	19 	: 	: 	: 
A,LU,REACH,TOTAL,NR,T,EE	: 	1 	5 	2 
A,LU,REACH,TOTAL,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,TOTAL,NR,T,FI	2 	7 	3 	4 
A,LU,REACH,TOTAL,NR,T,FR	1283 	1616 p	721 p	1178 p
A,LU,REACH,TOTAL,NR,T,HR	7 	4 	9 	1 
A,LU,REACH,TOTAL,NR,T,HU	6 	8 	9 	8 
A,LU,REACH,TOTAL,NR,T,IT	14 	35 	40 	34 
A,LU,REACH,TOTAL,NR,T,LT	1 	0 	0 	: @N
A,LU,REACH,TOTAL,NR,T,LU	1577 	1582 	1820 	1830 
A,LU,REACH,TOTAL,NR,T,LV	0 	1 	0 	1 
A,LU,REACH,TOTAL,NR,T,NL	301 	282 	319 	286 
A,LU,REACH,TOTAL,NR,T,RO	11 	4 e	10 	12 
A,LU,REACH,TOTAL,NR,T,SE	27 	25 	32 	23 
A,LU,REACH,TOTAL,NR,T,SI	1 	0 	0 	0 
A,LU,REACH,TOTAL,NR,T,SK	2 	2 	0 	0 
A,LU,REACH,UNK,NR,T,AT	: 	: 	0 	: 
A,LU,REACH,UNK,NR,T,BE	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,BG	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,CZ	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,DE	0 	0 	0 	0 
A,LU,REACH,UNK,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,UNK,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,ES	0 	0 	0 	0 
A,LU,REACH,UNK,NR,T,FI	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,HR	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,HU	0 	: 	0 	: 
A,LU,REACH,UNK,NR,T,IT	: 	0 	0 	0 
A,LU,REACH,UNK,NR,T,LT	0 	: 	0 	0 
A,LU,REACH,UNK,NR,T,LU	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,LV	0 	: 	0 	0 
A,LU,REACH,UNK,NR,T,NL	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,SE	: 	: 	0 	0 
A,LU,REACH,UNK,NR,T,SI	: 	: 	0 	: 
A,LU,REACH,UNK,NR,T,SK	: 	: 	0 	0 
A,LU,REACH,Y10-14,NR,T,BE	: 	: 	17 	8 
A,LU,REACH,Y10-14,NR,T,BG	0 	0 	0 	0 
A,LU,REACH,Y10-14,NR,T,CZ	0 	0 	0 	0 
A,LU,REACH,Y10-14,NR,T,DE	56 e	30 e	40 e	24 e
A,LU,REACH,Y10-14,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,Y10-14,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y10-14,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y10-14,NR,T,FI	0 	0 	0 	0 
A,LU,REACH,Y10-14,NR,T,HR	0 	0 	0 	0 
A,LU,REACH,Y10-14,NR,T,IT	0 	2 	0 	0 
A,LU,REACH,Y10-14,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y10-14,NR,T,LU	73 	77 	83 	71 
A,LU,REACH,Y10-14,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y10-14,NR,T,NL	3 	0 	1 	1 
A,LU,REACH,Y10-14,NR,T,SE	2 	0 	0 	1 
A,LU,REACH,Y10-14,NR,T,SK	0 	1 	0 	0 
A,LU,REACH,Y15-19,NR,T,BE	: 	: 	27 	28 
A,LU,REACH,Y15-19,NR,T,BG	0 	1 	1 	0 
A,LU,REACH,Y15-19,NR,T,CZ	0 	0 	0 	0 
A,LU,REACH,Y15-19,NR,T,DE	195 e	172 e	183 e	158 e
A,LU,REACH,Y15-19,NR,T,DK	2 	: 	: 	: 
A,LU,REACH,Y15-19,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y15-19,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y15-19,NR,T,FI	0 	1 	0 	2 
A,LU,REACH,Y15-19,NR,T,HR	0 	0 	0 	0 
A,LU,REACH,Y15-19,NR,T,IT	2 	0 	1 	0 
A,LU,REACH,Y15-19,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y15-19,NR,T,LU	123 	115 	134 	121 
A,LU,REACH,Y15-19,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y15-19,NR,T,NL	106 	78 	102 	85 
A,LU,REACH,Y15-19,NR,T,SE	3 	1 	0 	0 
A,LU,REACH,Y15-19,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y15-64,NR,T,BE	: 	: 	328 	335 
A,LU,REACH,Y15-64,NR,T,BG	3 	8 	2 	7 
A,LU,REACH,Y15-64,NR,T,CZ	5 	7 	3 	2 
A,LU,REACH,Y15-64,NR,T,DE	: 	: 	: 	1542 e
A,LU,REACH,Y15-64,NR,T,DK	19 	: 	: 	: 
A,LU,REACH,Y15-64,NR,T,EE	: 	: 	3 	2 
A,LU,REACH,Y15-64,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y15-64,NR,T,FI	2 	6 	3 	4 
A,LU,REACH,Y15-64,NR,T,HR	4 	2 	6 	0 
A,LU,REACH,Y15-64,NR,T,IT	12 	27 	34 	29 
A,LU,REACH,Y15-64,NR,T,LT	1 	0 	: 	: @N
A,LU,REACH,Y15-64,NR,T,LU	1110 	1140 	1313 	1297 
A,LU,REACH,Y15-64,NR,T,LV	0 	1 	0 	1 
A,LU,REACH,Y15-64,NR,T,NL	290 	277 	315 	279 
A,LU,REACH,Y15-64,NR,T,SE	24 	20 	30 	21 
A,LU,REACH,Y15-64,NR,T,SK	2 	1 	0 	0 
A,LU,REACH,Y20-24,NR,T,BE	: 	: 	72 	75 
A,LU,REACH,Y20-24,NR,T,BG	0 	0 	0 	1 
A,LU,REACH,Y20-24,NR,T,CZ	1 	1 	0 	0 
A,LU,REACH,Y20-24,NR,T,DE	511 e	505 e	490 e	434 e
A,LU,REACH,Y20-24,NR,T,DK	7 	: 	: 	: 
A,LU,REACH,Y20-24,NR,T,EE	: 	: 	1 	1 
A,LU,REACH,Y20-24,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y20-24,NR,T,FI	1 	2 	2 	1 
A,LU,REACH,Y20-24,NR,T,HR	1 	1 	0 	0 
A,LU,REACH,Y20-24,NR,T,IT	0 	4 	1 	6 
A,LU,REACH,Y20-24,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y20-24,NR,T,LU	139 	151 	195 	188 
A,LU,REACH,Y20-24,NR,T,LV	0 	1 	0 	0 
A,LU,REACH,Y20-24,NR,T,NL	133 	132 	150 	133 
A,LU,REACH,Y20-24,NR,T,SE	10 	6 	9 	10 
A,LU,REACH,Y20-24,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y25-29,NR,T,BE	: 	: 	86 	66 
A,LU,REACH,Y25-29,NR,T,BG	2 	2 	0 	0 
A,LU,REACH,Y25-29,NR,T,CZ	1 	1 	1 	2 
A,LU,REACH,Y25-29,NR,T,DE	273 e	332 e	330 e	353 e
A,LU,REACH,Y25-29,NR,T,DK	4 	: 	: 	: 
A,LU,REACH,Y25-29,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y25-29,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y25-29,NR,T,FI	0 	1 	0 	1 
A,LU,REACH,Y25-29,NR,T,HR	0 	0 	0 	0 
A,LU,REACH,Y25-29,NR,T,IT	3 	4 	3 	8 
A,LU,REACH,Y25-29,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y25-29,NR,T,LU	194 	201 	222 	206 
A,LU,REACH,Y25-29,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y25-29,NR,T,NL	29 	34 	34 	33 
A,LU,REACH,Y25-29,NR,T,SE	5 	3 	7 	5 
A,LU,REACH,Y25-29,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y30-34,NR,T,BE	: 	: 	36 	54 
A,LU,REACH,Y30-34,NR,T,BG	0 	1 	0 	0 
A,LU,REACH,Y30-34,NR,T,CZ	0 	2 	1 	0 
A,LU,REACH,Y30-34,NR,T,DE	192 e	193 e	190 e	196 e
A,LU,REACH,Y30-34,NR,T,DK	3 	: 	: 	: 
A,LU,REACH,Y30-34,NR,T,EE	: 	: 	1 	0 
A,LU,REACH,Y30-34,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y30-34,NR,T,FI	0 	2 	0 	0 
A,LU,REACH,Y30-34,NR,T,HR	1 	1 	0 	0 
A,LU,REACH,Y30-34,NR,T,IT	0 	2 	6 	0 
A,LU,REACH,Y30-34,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y30-34,NR,T,LU	154 	165 	194 	234 
A,LU,REACH,Y30-34,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y30-34,NR,T,NL	7 	15 	16 	9 
A,LU,REACH,Y30-34,NR,T,SE	1 	5 	5 	0 
A,LU,REACH,Y30-34,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y35-39,NR,T,BE	: 	: 	31 	32 
A,LU,REACH,Y35-39,NR,T,BG	0 	0 	0 	1 
A,LU,REACH,Y35-39,NR,T,CZ	1 	1 	0 	0 
A,LU,REACH,Y35-39,NR,T,DE	111 e	98 e	119 e	116 e
A,LU,REACH,Y35-39,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,Y35-39,NR,T,EE	: 	: 	1 	0 
A,LU,REACH,Y35-39,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y35-39,NR,T,FI	0 	0 	1 	0 
A,LU,REACH,Y35-39,NR,T,HR	1 	0 	0 	0 
A,LU,REACH,Y35-39,NR,T,IT	3 	6 	4 	1 
A,LU,REACH,Y35-39,NR,T,LT	0 	0 	0 	: @N
A,LU,REACH,Y35-39,NR,T,LU	134 	103 	137 	145 
A,LU,REACH,Y35-39,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y35-39,NR,T,NL	7 	7 	7 	9 
A,LU,REACH,Y35-39,NR,T,SE	2 	0 	5 	2 
A,LU,REACH,Y35-39,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y40-44,NR,T,BE	: 	: 	17 	19 
A,LU,REACH,Y40-44,NR,T,BG	0 	0 	0 	1 
A,LU,REACH,Y40-44,NR,T,CZ	0 	1 	0 	0 
A,LU,REACH,Y40-44,NR,T,DE	71 e	62 e	67 e	74 e
A,LU,REACH,Y40-44,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,Y40-44,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y40-44,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y40-44,NR,T,FI	0 	0 	0 	0 
A,LU,REACH,Y40-44,NR,T,HR	1 	0 	1 	0 
A,LU,REACH,Y40-44,NR,T,IT	0 	2 	5 	4 
A,LU,REACH,Y40-44,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y40-44,NR,T,LU	91 	102 	107 	100 
A,LU,REACH,Y40-44,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y40-44,NR,T,NL	2 	5 	1 	3 
A,LU,REACH,Y40-44,NR,T,SE	2 	3 	1 	2 
A,LU,REACH,Y40-44,NR,T,SK	1 	1 	0 	0 
A,LU,REACH,Y45-49,NR,T,BE	: 	: 	17 	20 
A,LU,REACH,Y45-49,NR,T,BG	0 	3 	0 	1 
A,LU,REACH,Y45-49,NR,T,CZ	1 	1 	0 	0 
A,LU,REACH,Y45-49,NR,T,DE	68 e	53 e	54 e	57 e
A,LU,REACH,Y45-49,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,Y45-49,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y45-49,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y45-49,NR,T,FI	0 	0 	0 	0 
A,LU,REACH,Y45-49,NR,T,HR	0 	0 	1 	0 
A,LU,REACH,Y45-49,NR,T,IT	0 	1 	4 	3 
A,LU,REACH,Y45-49,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y45-49,NR,T,LU	66 	75 	87 	97 
A,LU,REACH,Y45-49,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y45-49,NR,T,NL	1 	2 	3 	4 
A,LU,REACH,Y45-49,NR,T,SE	0 	0 	2 	2 
A,LU,REACH,Y45-49,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y5-9,NR,T,BE	: 	: 	11 	9 
A,LU,REACH,Y5-9,NR,T,BG	0 	0 	0 	0 
A,LU,REACH,Y5-9,NR,T,CZ	0 	0 	0 	0 
A,LU,REACH,Y5-9,NR,T,DE	53 e	32 e	39 e	41 e
A,LU,REACH,Y5-9,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,Y5-9,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y5-9,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y5-9,NR,T,FI	0 	0 	0 	0 
A,LU,REACH,Y5-9,NR,T,HR	0 	0 	0 	0 
A,LU,REACH,Y5-9,NR,T,IT	0 	2 	3 	0 
A,LU,REACH,Y5-9,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y5-9,NR,T,LU	98 	85 	113 	92 
A,LU,REACH,Y5-9,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y5-9,NR,T,NL	3 	3 	1 	1 
A,LU,REACH,Y5-9,NR,T,SE	0 	3 	0 	0 
A,LU,REACH,Y5-9,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y50-54,NR,T,BE	: 	: 	20 	16 
A,LU,REACH,Y50-54,NR,T,BG	0 	0 	0 	3 
A,LU,REACH,Y50-54,NR,T,CZ	1 	0 	1 	0 
A,LU,REACH,Y50-54,NR,T,DE	72 e	67 e	50 e	34 e
A,LU,REACH,Y50-54,NR,T,DK	2 	: 	: 	: 
A,LU,REACH,Y50-54,NR,T,EE	: 	: 	0 	1 
A,LU,REACH,Y50-54,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y50-54,NR,T,FI	0 	0 	0 	0 
A,LU,REACH,Y50-54,NR,T,HR	0 	0 	1 	0 
A,LU,REACH,Y50-54,NR,T,IT	1 	5 	4 	1 
A,LU,REACH,Y50-54,NR,T,LT	1 	0 	0 	0 
A,LU,REACH,Y50-54,NR,T,LU	87 	87 	85 	78 
A,LU,REACH,Y50-54,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y50-54,NR,T,NL	2 	1 	1 	0 
A,LU,REACH,Y50-54,NR,T,SE	0 	1 	0 	0 
A,LU,REACH,Y50-54,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y55-59,NR,T,BE	: 	: 	14 	7 
A,LU,REACH,Y55-59,NR,T,BG	0 	0 	1 	0 
A,LU,REACH,Y55-59,NR,T,CZ	0 	0 	0 	0 
A,LU,REACH,Y55-59,NR,T,DE	97 e	77 e	79 e	65 e
A,LU,REACH,Y55-59,NR,T,DK	1 	: 	: 	: 
A,LU,REACH,Y55-59,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y55-59,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y55-59,NR,T,FI	1 	0 	0 	0 
A,LU,REACH,Y55-59,NR,T,HR	0 	0 	3 	0 
A,LU,REACH,Y55-59,NR,T,IT	1 	2 	3 	3 
A,LU,REACH,Y55-59,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y55-59,NR,T,LU	70 	90 	81 	68 
A,LU,REACH,Y55-59,NR,T,LV	0 	0 	0 	0 
A,LU,REACH,Y55-59,NR,T,NL	2 	3 	1 	1 
A,LU,REACH,Y55-59,NR,T,SE	1 	1 	1 	0 
A,LU,REACH,Y55-59,NR,T,SK	0 	0 	0 	0 
A,LU,REACH,Y60-64,NR,T,BE	: 	: 	8 	18 
A,LU,REACH,Y60-64,NR,T,BG	1 	1 	0 	0 
A,LU,REACH,Y60-64,NR,T,CZ	0 	0 	0 	0 
A,LU,REACH,Y60-64,NR,T,DE	65 e	75 e	52 e	55 e
A,LU,REACH,Y60-64,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,Y60-64,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y60-64,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y60-64,NR,T,FI	0 	0 	0 	0 
A,LU,REACH,Y60-64,NR,T,HR	0 	0 	0 	0 
A,LU,REACH,Y60-64,NR,T,IT	2 	1 	3 	3 
A,LU,REACH,Y60-64,NR,T,LT	0 	0 	0 	0 
A,LU,REACH,Y60-64,NR,T,LU	52 	51 	71 	60 
A,LU,REACH,Y60-64,NR,T,LV	0 	0 	0 	1 
A,LU,REACH,Y60-64,NR,T,NL	1 	0 	0 	2 
A,LU,REACH,Y60-64,NR,T,SE	0 	0 	0 	0 
A,LU,REACH,Y60-64,NR,T,SK	1 	0 	0 	0 
A,LU,REACH,Y65-69,NR,T,BE	: 	: 	12 	1 
A,LU,REACH,Y65-69,NR,T,BG	0 	1 	1 	1 
A,LU,REACH,Y65-69,NR,T,CZ	0 	0 	0 	0 
A,LU,REACH,Y65-69,NR,T,DE	34 e	30 e	34 e	21 e
A,LU,REACH,Y65-69,NR,T,DK	0 	: 	: 	: 
A,LU,REACH,Y65-69,NR,T,EE	: 	: 	0 	0 
A,LU,REACH,Y65-69,NR,T,ES	: b@N	: 	: 	: @N
A,LU,REACH,Y65-69,NR,T,FI	0 	0 	0 	0 
A,LU,REACH,Y65-69,NR,T,HR	1 	1 	0 	0 
